MUNI,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,POP_25OV,HS,BACH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,HA_AFT2000,HA_90_70,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK,COMM_OTHER,WORK_FRM_HM,OWN_OCC_HU,RNT_OCC_HU,VAC_HU,TOT_POP,TOT_HH,AVG_HH_SIZE,WHITE,HISP,BLACK,ASIAN,OTHER,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,2010_POP,2000_POP,POP_CHANGE,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,AVG_VMT,HC_PCT,TR_PCT,HCTR_PCT,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,WATER,WATERperc,VACANT,VACperc,PRIV_EMP,EMP_CHANGE,PCT_CHANGE,PJOBS_HH,RET_SALES,RETSALES_PC,TOT_EAV,RES_EAV,FARM_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,MIN_EAV,WALKSCORE,PR_CNTY,CNTY_TOT_POP,CNTY_TOT_HH,CNTY_AVG_HH_SIZE,CNTY_2010_POP,CNTY_2000_POP,CNTY_POP_CHANGE,CNTY_MED_AGE,CNTY_WHITE,CNTY_HISP,CNTY_BLACK,CNTY_ASIAN,CNTY_OTHER,CNTY_UND19,CNTY_A20_34,CNTY_A35_49,CNTY_A50_64,CNTY_A65_79,CNTY_OV80,CNTY_INC_LT_25K,CNTY_INC_25_50K,CNTY_INC_50_75K,CNTY_INC_75_100K,CNTY_INC_100_150K,CNTY_INC_GT_150,CNTY_MEDINC,CNTY_POP_25OV,CNTY_HS,CNTY_BACH,CNTY_HU_TOT,CNTY_OWN_OCC_HU,CNTY_RNT_OCC_HU,CNTY_VAC_HU,CNTY_HU_SNG_DET,CNTY_HU_SNG_ATT,CNTY_HU_2UN,CNTY_HU_3_4UN,CNTY_HU_GT_5UN,CNTY_BR_0_1,CNTY_BR_2,CNTY_BR_3,CNTY_BR_4,CNTY_BR_5,CNTY_MED_ROOMS,CNTY_HV_LT_150K,CNTY_HV_150_300K,CNTY_HV_300_500K,CNTY_HV_GT_500K,CNTY_MED_HV,CNTY_HA_AFT2000,CNTY_HA_90_70,CNTY_HA_40_70,CNTY_HA_BEF1940,CNTY_MED_HA,CNTY_POP_16OV,CNTY_IN_LBFRC,CNTY_EMP,CNTY_UNEMP,CNTY_NOT_IN_LBFRC,CNTY_PRIV_EMP,CNTY_EMP_CHANGE,CNTY_PCT_CHANGE,CNTY_PJOBS_HH,CNTY_TOT_COMM,CNTY_DROVE_AL,CNTY_CARPOOL,CNTY_TRANSIT,CNTY_WALK,CNTY_COMM_OTHER,CNTY_WORK_FRM_HM,CNTY_AVG_VMT,CNTY_HC_PCT,CNTY_TR_PCT,CNTY_HCTR_PCT,CNTY_RET_SALES,CNTY_RETSALES_PC,CNTY_PARK_ACC,POP_HH,CNTY_POP_HH
North Barrington,48,90,108,112,184,584,152917,2243,2195,1575,2539,1493,1416,77,1046,1189,1172,0,17,0,0,9,25,37,203,823,764000,142,671,278,98,1984,0,41,314,547,287,1279,1041,46,130,21,41,113,1088,38,63,3313,1126,2.942273535,2981,121,0,112,99,950,300,655,995,333,80,46.4,3047,2918,129,1098,Manufacturing,Retail Trade,Education,Wholesale Trade,Professional,130,111,104,103,102,1734,Health Care,Arts and Entertainment,Real Estate,Finance,Professional,1241,167,86,79,58,Chicago,Schaumburg,Barrington,Arlington Heights,Lake Zurich,124,64,56,49,46,Chicago,Crystal Lake,Arlington Heights,Palatine,Lake Zurich,111,59,48,40,38,"25,075",59.43191575,26.74835044,86.18026618,326.967995,3196.472561,2051.621595,64.18392637,0,0,11.8505294,0.370737717,3.50591456,0.109680734,23.38992965,0.731741919,0,0,13.89630032,0.434738608,56.8145507,1.777413997,517.2332386,16.18137584,160.7180219,5.027980652,357.442481,11.18240417,N/A,N/A,N/A,N/A,"$5,425,507 ","$1,663 ","$290,449,228 ","$279,640,448 ","$615,786 ","$10,187,447 ","$5,547 ",$0 ,$0 ,N/A,Lake,701282,240744,2.836531752,703462,644356,59106,36.7,457261,139349,45982,43561,15129,212510,122333,157503,135182,53650,20104,32485,42733,39601,32569,43445,49911,79085,446837,396196,186863,260020,184999,55745,19276,175104,30151,6591,7314,36113,23023,61273,89381,69365,16978,6.3,32915,71348,43510,37226,267700,39542,131250,65031,24197,1980,533705,379124,334641,33545,154581,272836,1803,0.665232647,1.133303426,317717,258487,30813,14235,10566,3616,21552,21984,36.6,24.7,61.3,"$9,247,597,406 ","$13,203 ",82,3313,682878
Northbrook,1283,1643,1477,1129,2346,4264,109241,23210,22505,15860,26239,15955,15004,951,10284,12861,8791,1680,37,210,2143,7.2,489,1506,2941,5827,528400,1250,5908,5165,538,1972,739,2550,3753,4340,1479,13530,10598,1116,1463,273,80,1197,10763,1379,719,33095,12142,2.669906111,27458,643,344,4265,385,8656,2905,7036,7183,5203,2112,46.5,33170,33435,-265,15195,Health Care,Retail Trade,Professional,Education,Finance,1831,1625,1582,1515,1121,34505,Administration,Professional,Retail Trade,Wholesale Trade,Health Care,6746,4603,3311,2591,2427,Chicago,Northbrook,Glenview,Deerfield,Evanston,3918,1899,732,411,410,Chicago,Northbrook,Glenview,Buffalo Grove,Arlington Heights,6202,1899,835,834,823,"19,373",40.36794207,23.93120268,64.29914475,77.15099155,8492.775644,4432.846184,52.19549379,254.8482776,3.000765454,233.3999555,2.748217606,463.9095957,5.462402578,421.2879292,4.960544666,568.9488703,6.699209942,318.1559036,3.746194612,91.66227269,1.079296999,1314.027615,15.4722987,79.76831698,0.939249079,313.9207235,3.69632658,"42,537",395,0.9,3.5,"$763,637,611 ","$23,188 ","$2,592,235,389 ","$1,716,072,032 ","$1,992 ","$564,327,892 ","$311,415,316 ","$418,157 ",$0 ,51,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,32418,5114489
North Chicago,1901,1987,1505,759,608,300,45684,14788,11593,2856,25411,19914,8717,1377,5497,8380,3397,1543,1092,745,1580,5.1,1642,838,121,10,135700,1092,3203,2629,1456,1971,1240,3085,2634,1240,181,15001,6638,1929,440,5750,244,2808,2611,4449,1320,31677,7060,3.015580737,10467,8868,9676,1289,1377,11233,12286,3848,2895,1088,327,24.1,32574,35918,-3344,8183,Retail Trade,Health Care,Manufacturing,Administration,Accommodation and Food Service,1085,1058,944,857,698,18631,Manufacturing,Health Care,Education,Wholesale Trade,Administration,12123,2384,1162,933,453,Chicago,Waukegan,North Chicago,Lake Forest,Gurnee,1443,740,619,217,183,Waukegan,Gurnee,Chicago,Zion,North Chicago,1852,1157,1154,719,619,"19,604",25.33255608,23.0605779,48.39313399,35.6125361,5071.023799,902.344372,17.79412615,129.3559271,2.550883848,137.1268197,2.704124949,12.01056867,0.236847018,1838.041805,36.24597079,510.8193617,10.07329845,179.0518242,3.530881164,38.94162023,0.767924225,729.239755,14.38052322,22.0302397,0.434433767,572.0615059,11.28098642,"16,779","-3,821",-18.5,2.38,"$265,814,685 ","$8,078 ","$213,715,999 ","$109,208,851 ",$0 ,"$52,557,622 ","$51,074,088 ","$875,438 ",$0 ,37,Lake,701282,240744,2.836531752,703462,644356,59106,36.7,457261,139349,45982,43561,15129,212510,122333,157503,135182,53650,20104,32485,42733,39601,32569,43445,49911,79085,446837,396196,186863,260020,184999,55745,19276,175104,30151,6591,7314,36113,23023,61273,89381,69365,16978,6.3,32915,71348,43510,37226,267700,39542,131250,65031,24197,1980,533705,379124,334641,33545,154581,272836,1803,0.665232647,1.133303426,317717,258487,30813,14235,10566,3616,21552,21984,36.6,24.7,61.3,"$9,247,597,406 ","$13,203 ",82,21290,682878
Northfield,164,294,248,179,455,738,116378,3807,3740,2885,4294,2359,2255,104,1935,2299,1574,260,33,28,404,7.4,56,268,418,1158,641700,146,771,1216,166,1962,144,458,835,596,266,1949,1544,52,240,113,0,227,1900,178,221,5234,2078,2.509143407,4762,50,0,328,94,1201,548,841,1380,987,277,50.4,5420,5389,31,2710,Education,Health Care,Retail Trade,Professional,Finance,335,324,294,274,205,7433,Management,Health Care,Other Service,Retail Trade,Wholesale Trade,1773,1500,741,707,606,Chicago,Northbrook,Northfield,Evanston,Glenview,834,152,121,120,103,Chicago,Glenview,Northbrook,Evanston,Arlington Heights,1389,294,220,212,186,"17,132",46.50175318,24.06421626,70.56596944,160.1925159,2060.68932,1158.992093,56.24293201,41.88761656,2.03269926,96.10345927,4.663655911,102.1774368,4.958410559,142.082809,6.894916551,21.03499985,1.020774925,89.39943954,4.338326922,4.88434005,0.237024572,366.8818167,17.80383938,0.00107022,5.19E-05,37.24423887,1.807367977,"6,687",448,7.2,3.22,"$165,230,878 ","$30,712 ","$560,526,553 ","$414,749,775 ","$33,115 ","$120,933,748 ","$24,664,436 ","$145,479 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,5214,5114489
Northlake,744,932,720,690,489,91,56005,7771,5495,916,9584,6412,5861,532,3172,4157,2589,32,46,88,1402,5.4,767,1655,212,7,188100,178,707,3058,214,1957,987,842,1345,651,332,5614,4384,1042,114,74,0,98,2641,1025,491,12287,3666,3.282869613,4320,7196,217,406,148,3567,2561,2491,2004,877,787,35.1,12323,11878,445,4968,Manufacturing,Retail Trade,Health Care,Administration,Accommodation and Food Service,900,587,512,402,387,7314,Manufacturing,Retail Trade,Transportation,Wholesale Trade,Health Care,2534,1585,606,407,322,Chicago,Franklin Park,Melrose Park,Elk Grove,Elmhurst,1019,274,248,201,195,Chicago,Northlake,Melrose Park,Cicero,Naperville,1760,192,156,144,113,"18,510",28.76230553,22.99553034,51.75783587,3.918905522,2053.941093,845.6441185,41.1717805,43.96985617,2.140755463,80.92283855,3.939881178,52.45337227,2.553791462,173.2515711,8.435079839,516.1922099,25.13179232,247.735817,12.06148598,0,0,45.9915202,2.239183994,5.15854001,0.25115326,42.62124968,2.07509601,"5,999","-2,702",-31.1,1.64,"$245,803,672 ","$20,077 ","$340,940,576 ","$137,396,861 ",$0 ,"$33,009,543 ","$167,721,939 ","$2,812,233 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,12035,5114489
North Riverside,540,815,614,381,309,173,53630,4858,4179,1141,5666,3655,3238,409,2011,2913,2026,61,37,122,667,5.3,51,1541,377,60,254100,12,295,2377,229,1955,255,1246,1113,230,69,3052,2520,188,238,88,18,107,2029,803,81,6920,2832,2.419491525,4212,2000,384,109,215,1585,1133,1448,1453,825,476,41.6,6672,6688,-16,2877,Health Care,Retail Trade,Education,Manufacturing,Administration,417,312,292,281,211,4364,Retail Trade,Wholesale Trade,Accommodation and Food Service,Public Administration,Health Care,2669,533,426,103,94,Chicago,North Riverside,Cicero,Broadview,Berwyn,873,101,95,93,83,Chicago,Berwyn,Cicero,North Riverside,Aurora,1292,132,102,101,57,"15,102",21.12204884,21.93842556,43.06047439,142.551443,1045.348693,407.6621727,38.99772157,45.91513234,4.392326948,80.75431973,7.725108405,100.6078992,9.62433874,101.3350823,9.693902424,0.05389949,0.005156125,5.69070017,0.544382961,0,0,288.0764731,27.55793116,15.2530138,1.459131666,0,0,N/A,N/A,N/A,N/A,"$420,478,677 ","$60,798 ","$272,281,337 ","$121,262,620 ",$0 ,"$138,488,974 ","$12,353,885 ","$175,858 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,6852,5114489
Oak Brook,260,172,298,369,467,1331,131458,5914,5608,3515,6661,3372,3191,181,3289,3160,2663,212,0,0,285,9,66,239,305,2120,813800,268,1966,840,86,1977,17,493,819,1106,725,2895,2575,263,9,48,0,231,2730,167,263,7905,2897,2.681049361,5012,405,189,1945,354,1647,725,1197,1887,1615,834,53.2,7883,8702,-819,2479,Health Care,Professional,Education,Manufacturing,Retail Trade,430,244,232,185,181,39689,Management,Administration,Health Care,Retail Trade,Finance,5965,4979,4861,3885,3382,Chicago,Oak Brook,Elmhurst,Downers Grove,Hinsdale,440,184,144,124,71,Chicago,Naperville,Wheaton,Aurora,Downers Grove,7927,1332,1000,959,743,"22,517",41.32103817,23.49858681,64.81962499,143.5272394,5376.420087,2624.469175,48.81443661,28.62098821,0.532342855,52.64482556,0.979179913,917.0631753,17.05713394,126.6353431,2.355384085,0.206645,0.003843543,337.4206429,6.27593524,0,0,990.6097629,18.42508113,127.398309,2.36957505,171.3512201,3.18708764,"35,598","-9,231",-20.6,12.29,"$1,046,145,707 ","$132,625 ","$1,494,434,766 ","$1,004,244,538 ",$488 ,"$490,189,740 ",$0 ,$0 ,$0 ,N/A,DuPage,918608,335532,2.699456386,916924,904161,12763,38.2,645537,122069,40620,93446,16936,250350,172360,200994,187283,76143,31478,40311,61409,58070,49716,63493,62533,78538,613687,564253,281959,356370,251585,83947,20838,212825,44266,2790,10850,85040,43263,88537,118119,87474,18977,6.1,25926,101004,85338,39317,298500,32096,205571,97861,20842,1977,720466,514749,471187,43180,205717,509888,147,0.028838175,1.519640452,439422,359991,35691,29668,10111,3961,21764,20534,32.5,23.7,56.2,"$14,729,493,925 ","$16,111 ",46.5,7767,905754
Oakbrook Terrace,149,244,262,216,192,64,62454,1713,1571,681,1936,1315,1200,105,621,1242,528,26,0,10,678,4.5,19,255,253,43,306900,36,732,458,16,1973,352,395,404,64,27,1163,1048,63,23,29,0,44,570,557,115,2205,1127,1.956521739,1739,110,54,251,51,329,564,466,379,341,126,40.9,2134,2300,-166,1083,Health Care,Retail Trade,Manufacturing,Education,Professional,173,134,92,88,86,14765,Education,Professional,Administration,Finance,Wholesale Trade,3220,2954,1365,1299,1274,Chicago,Oak Brook,Naperville,Downers Grove,Addison,272,51,33,32,30,Chicago,Naperville,Aurora,Downers Grove,Lombard,2422,663,418,296,291,"20,547",29.69305593,22.61707104,52.31012697,7.107979079,851.7497328,198.2309355,23.27337807,38.13831773,4.477643639,85.13746914,9.995596813,217.6425486,25.55240585,149.4318451,17.54410238,29.45252037,3.45788431,74.29166901,8.72224154,0,0,15.04657009,1.766548261,6.59316385,0.774072899,37.7846934,4.436126241,"15,334","1,631",11.9,13.61,"$161,159,323 ","$76,090 ","$272,535,680 ","$53,400,690 ",$0 ,"$219,134,990 ",$0 ,$0 ,$0 ,N/A,DuPage,918608,335532,2.699456386,916924,904161,12763,38.2,645537,122069,40620,93446,16936,250350,172360,200994,187283,76143,31478,40311,61409,58070,49716,63493,62533,78538,613687,564253,281959,356370,251585,83947,20838,212825,44266,2790,10850,85040,43263,88537,118119,87474,18977,6.1,25926,101004,85338,39317,298500,32096,205571,97861,20842,1977,720466,514749,471187,43180,205717,509888,147,0.028838175,1.519640452,439422,359991,35691,29668,10111,3961,21764,20534,32.5,23.7,56.2,"$14,729,493,925 ","$16,111 ",46.5,2205,905754
Oak Forest,1309,1997,1766,1695,1956,797,69048,18013,16156,4178,21909,15619,13894,1725,6290,9997,7086,228,27,255,2330,6.1,1062,5864,700,35,210300,728,4653,4276,340,1972,862,2204,4828,1791,312,13385,11226,951,1069,27,112,226,7661,1859,477,27922,9520,2.924264706,20850,4109,1321,815,827,7882,5946,5725,5184,2532,653,35.3,27962,28051,-89,13980,Health Care,Retail Trade,Education,Manufacturing,Accommodation and Food Service,1953,1775,1475,1273,1047,6190,Education,Health Care,Administration,Accommodation and Food Service,Retail Trade,1092,910,890,787,621,Chicago,Tinley Park,Oak Forest,Orland Park,Oak Lawn,3274,656,645,569,309,Chicago,Oak Forest,Tinley Park,Midlothian,Orland Park,701,645,441,259,255,"21,619",27.27942038,23.97874158,51.25816196,29.71822668,3849.787077,2326.98302,60.44446025,154.3232567,4.008617972,190.6298706,4.951699061,56.07987493,1.45670069,220.5536333,5.728982639,105.6443201,2.744160078,105.7226789,2.746195485,66.21690687,1.720014784,438.9229129,11.40122568,43.0087387,1.117171881,141.7018648,3.680771481,"4,484",483,12.1,0.47,"$123,097,757 ","$4,424 ","$522,455,751 ","$428,796,006 ","$5,145 ","$67,529,603 ","$26,124,997 ",$0 ,$0 ,45,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,27839,5114489
Oak Lawn,4169,5302,4100,2991,3452,1701,57428,39016,34234,10289,45540,29302,26253,3039,16238,23251,14844,458,435,1071,6213,5.6,3859,10626,3078,449,213300,1220,8077,12883,1071,1966,1990,7394,9404,3828,635,25240,20384,2151,1769,650,286,432,18012,3703,1536,56524,21715,2.577895464,44121,8875,2135,598,795,13786,10789,10533,11308,6490,3618,40.8,56690,55245,1445,23101,Health Care,Retail Trade,Education,Manufacturing,Accommodation and Food Service,3186,2702,2599,2158,1671,20004,Health Care,Retail Trade,Accommodation and Food Service,Education,Finance,9023,3820,1785,973,744,Chicago,Oak Lawn,Alsip,Bridgeview,Bedford Park,8546,2056,491,473,462,Chicago,Oak Lawn,Orland Park,Tinley Park,Evergreen Park,4315,2056,620,493,408,"17,162",22.02911976,22.41052396,44.43964372,4.768536481,5486.192834,3816.742082,69.56995857,346.6434705,6.318470404,494.876913,9.020406827,68.24755967,1.24398762,469.2471523,8.553238401,56.52037534,1.03022947,37.42232931,0.682118373,0,0,150.032493,2.734728755,1.94437003,0.035441154,44.51608925,0.811420426,"18,415","-12,308",-40.1,0.85,"$868,111,261 ","$15,450 ","$1,269,487,343 ","$943,270,551 ",$0 ,"$235,554,414 ","$90,179,733 ","$482,645 ",$0 ,60,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,55979,5114489
Oak Park,3474,3818,3574,2586,3472,4826,75118,35739,34497,24018,40173,29572,27359,2175,10601,24283,10073,737,1480,1214,10727,5.4,1159,3680,4872,3828,369200,853,2723,5132,15575,1939,6868,6396,6034,3440,1545,24922,15376,1796,6021,1445,284,1867,13539,8211,2533,51781,21750,2.363172414,33615,3174,10779,2713,1500,13586,9635,12244,10990,3899,1427,38.5,51878,52524,-646,23252,Health Care,Education,Professional,Finance,Retail Trade,3789,3433,2409,1935,1618,16319,Health Care,Education,Accommodation and Food Service,Retail Trade,Other Service,5375,1729,1588,1301,1197,Chicago,Oak Park,Oak Brook,Maywood,Elmhurst,11594,2319,383,368,336,Chicago,Oak Park,Berwyn,Forest Park,River Forest,4925,2319,491,371,301,"13,412",34.44767434,19.13273422,53.58040856,2.026219389,3007.321399,2009.488666,66.81988388,388.3859664,12.91468104,244.5209053,8.130853768,6.8325299,0.227196531,150.404365,5.001273395,6.74573624,0.224310453,94.26460857,3.134503968,0,0,97.46187267,3.240819977,0,0,9.21674818,0.306476993,"14,639","-3,220",-18,0.67,"$248,691,971 ","$4,817 ","$1,596,903,799 ","$1,383,444,292 ",$0 ,"$158,040,103 ","$54,880,906 ","$538,498 ",$0 ,78,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,51399,5114489
Oakwood Hills,56,105,186,160,165,171,84728,1600,1529,599,1871,1422,1318,104,449,863,860,3,0,0,0,6.6,86,492,116,90,230800,127,483,228,25,1978,24,118,530,156,35,1230,1042,126,29,19,14,68,784,59,20,2266,843,2.68801898,2026,155,0,47,38,561,343,528,658,151,25,42.4,2083,2194,-111,1252,Retail Trade,Manufacturing,Health Care,Wholesale Trade,Education,178,155,105,104,104,45,Finance,Professional,Public Administration,Construction,Manufacturing,10,8,8,5,4,Chicago,Crystal Lake,McHenry,Cary,Elgin,153,113,76,34,31,Oakwood Hills,Cary,Crystal Lake,McHenry,Barrington,6,4,3,3,1,"24,240",37.76946015,26.20168414,63.97114429,132.596554,752.8780635,377.7514813,50.17432432,0,0,0,0,0,0,2.29626012,0.304997613,0,0,0.0918893,0.012205071,16.87422939,2.24129646,278.9554853,37.05188115,59.45851851,7.897496472,17.4501996,2.317798917,N/A,N/A,N/A,N/A,"$310,515 ",$147 ,"$61,510,407 ","$60,925,886 ","$2,190 ","$582,331 ",$0 ,$0 ,$0 ,N/A,McHenry,308163,108950,2.814465351,308760,260077,48683,38,257757,35265,3352,7807,3982,91632,50334,74388,60190,24082,7537,14025,19095,19787,18618,22369,15056,77325,200749,185123,65182,116015,90267,18683,7065,90256,11666,1809,3226,8356,6575,25149,47475,30936,5880,6.6,14555,49945,20606,5161,233400,25420,58101,22160,10334,1986,235131,170628,153749,16702,64503,76677,518,0.680155989,0.703781551,143443,124413,11319,4282,2211,1218,7677,24095,32.9,26.1,59,"$2,840,262,460 ","$9,230 ",122.7,2266,306636
Old Mill Creek,22,14,14,6,14,18,72857,119,116,54,125,79,66,13,46,96,94,0,2,0,0,6.4,5,9,3,30,875000,7,16,22,51,1939,7,14,56,15,4,52,48,1,0,3,0,14,47,41,8,144,88,1.636363636,125,14,0,0,5,19,29,27,46,14,9,48.7,178,251,-73,48,Retail Trade,Manufacturing,Health Care,Professional,Education,10,8,7,6,5,242,Education,Agriculture,Health Care,Professional,Administration,206,29,3,2,2,North Chicago,Gurnee,Vernon Hills,Libertyville,Deerfield,6,5,5,4,3,Lindenhurst,Antioch,Gurnee,Wadsworth,Waukegan,63,16,16,12,12,N/A,41.67999337,27.9119176,69.59191096,552.3592554,6869.989003,362.0313657,5.269751751,0,0,11.07456942,0.161202142,108.5744801,1.580417088,41.37667942,0.602281596,0,0,39.78244838,0.579075867,3729.937424,54.29320807,56.60933507,0.824009108,64.39310098,0.937310103,2456.2096,35.75274427,N/A,N/A,N/A,N/A,"$536,219 ","$4,468 ","$8,303,196 ","$3,083,777 ","$4,696,435 ","$522,984 ",$0 ,$0 ,$0 ,N/A,Lake,701282,240744,2.836531752,703462,644356,59106,36.7,457261,139349,45982,43561,15129,212510,122333,157503,135182,53650,20104,32485,42733,39601,32569,43445,49911,79085,446837,396196,186863,260020,184999,55745,19276,175104,30151,6591,7314,36113,23023,61273,89381,69365,16978,6.3,32915,71348,43510,37226,267700,39542,131250,65031,24197,1980,533705,379124,334641,33545,154581,272836,1803,0.665232647,1.133303426,317717,258487,30813,14235,10566,3616,21552,21984,36.6,24.7,61.3,"$9,247,597,406 ","$13,203 ",82,144,682878
